Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Label,Churn Score,Churn Category,Churn Reason
5766-ZJYBB,male,52.0,no,No,0.0,united states,California,brisbane,94005.0,37.684694,-122.40712,3635.0,Q3,No,0.0,1.0,none,Yes,3.14,No,None,0.0,No,No,NO,No,No,No,No,0,0,2,No,Month-to-Month,No,Mailed Check,19.4,19.4,0.0,0.0,3.14,22.54,Churned,Yes,66.0,Dissatisfaction,Service dissatisfaction
8931-GJJIQ,Female,46.0,no,No,0.0,United States,California,Burlingame,94010.0,37.57028,-122.365778,40346.0,q3,No,0.0,9.0,None,Yes,29.7,Yes,fiber optic,17.0,no,no,No,No,No,Yes,YES,0,0,0,yes,Month-to-Month,Yes,Bank Withdrawal,83.3,803.3,0.0,0.0,267.3,1070.6,churned,Yes,90.0,Attitude,Attitude of support person
4277-pvran,Female,34.0,no,NO,0.0,United States,California,Daly City,94014.0,37.691561,-122.445202,47453.0,Q3,NO,0.0,8.0,NONE,Yes,36.39,No,FIBER OPTIC,7.0,No,No,No,No,Yes,no,No,2,0,0,Yes,MONTH-TO-MONTH,YES,BANK WITHDRAWAL,80.1,679.3,0.0,0.0,291.12,970.42,churned,Yes,67.0,Competitor,Competitor had better devices
0203-hhyij,Male,62.0,No,no,0.0,United States,CALIFORNIA,ATHERTON,94027.0,37.454924,-122.203168,6876.0,q3,No,0.0,25.0,Offer C,Yes,5.57,YES,none,0.0,No,No,No,no,No,No,No,0,0,2,No,One Year,no,bank withdrawal,25.3,676.35,0.0,0.0,139.25,815.6,churned,Yes,79.0,Price,Long distance charges
0952-KMEEH,male,46.0,no,NO,0.0,UNITED STATES,California,Mountain View,94043.0,37.419725,-122.062947,27822.0,Q3,No,0.0,13.0,none,Yes,3.36,Yes,Fiber Optic,15.0,Yes,no,no,NO,Yes,YES,Yes,1,0,0,No,Month-to-Month,NO,Mailed Check,98.15,1230.25,0.0,40.0,43.68,1313.93,CHURNED,yes,91.0,Price,Long distance charges
8178-EYZUO,male,48.0,no,No,0.0,UNITED STATES,California,San Francisco,94105.0,37.789168,-122.395009,2066.0,q3,no,0.0,46.0,None,Yes,15.78,Yes,Fiber Optic,3.0,Yes,YES,No,No,no,Yes,Yes,0,0,0,yes,month-to-month,Yes,Bank Withdrawal,93.7,4154.8,0.0,0.0,725.88,4880.68,Churned,Yes,70.0,Price,Extra data charges
3230-WYKIR,Male,36.0,no,No,0.0,United States,California,San Francisco,94110.0,37.750021,-122.415201,74641.0,Q3,No,0.0,18.0,none,Yes,12.5,YES,DSL,5.0,No,No,yes,Yes,Yes,Yes,Yes,0,0,1,Yes,One Year,yes,Credit Card,82.0,1425.45,0.0,0.0,225.0,1650.45,Churned,Yes,79.0,Dissatisfaction,Product dissatisfaction
0407-BDJKB,Male,59.0,Yes,No,0.0,UNITED STATES,California,San Francisco,94114.0,37.758085,-122.434801,30587.0,q3,YES,1.0,60.0,NONE,yes,35.22,yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,3,1,0,Yes,month-to-month,Yes,Bank Withdrawal,95.75,5742.9,0.0,0.0,2113.2,7856.099999999999,churned,YES,88.0,Dissatisfaction,Service dissatisfaction
9600-UDOPK,Male,33.0,Yes,No,0.0,united states,california,san francisco,94117.0,37.770533,-122.445121,38756.0,Q3,yes,1.0,30.0,OFFER C,Yes,10.5,yes,Fiber Optic,22.0,No,no,no,NO,yes,yes,Yes,1,0,0,yes,Month-to-Month,Yes,credit card,94.05,2866.45,0.0,0.0,315.0,3181.45,Churned,YES,68.0,Attitude,Attitude of support person
4074-SJFFA,FEMALE,44.0,NO,No,0.0,United States,California,San Francisco,94122.0,37.760412,-122.484966,55504.0,Q3,no,0.0,1.0,None,Yes,13.01,NO,dsl,12.0,No,No,No,No,No,YES,Yes,0,0,0,yes,Month-to-Month,yes,mailed check,54.75,54.75,0.0,0.0,13.01,67.76,Churned,Yes,83.0,Dissatisfaction,Network reliability
4910-GMJOT,female,56.0,No,no,0.0,united states,CALIFORNIA,San Francisco,94129.0,37.797526,-122.464531,2240.0,Q3,No,0.0,1.0,None,Yes,1.17,Yes,fiber optic,27.0,No,NO,no,no,Yes,Yes,Yes,0,0,0,Yes,Month-to-Month,Yes,bank withdrawal,94.6,94.6,0.0,0.0,1.17,95.77,Churned,Yes,96.0,Other,Don't know
4323-SADQS,Male,61.0,YES,Yes,6.0,United States,California,Concord,94521.0,37.971421,-121.971504,39888.0,Q3,YES,2.0,7.0,None,No,0.0,NO,cable,30.0,Yes,No,no,Yes,NO,NO,no,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,34.5,279.25,0.0,0.0,0.0,279.25,CHURNED,YES,93.0,Dissatisfaction,Service dissatisfaction
4446-BZKHU,Male,44.0,Yes,no,0.0,United States,California,Pleasant Hill,94523.0,37.95338,-122.076886,32685.0,Q3,Yes,1.0,61.0,None,yes,45.7,Yes,Fiber Optic,24.0,No,YES,Yes,no,Yes,Yes,YES,1,0,0,yes,MONTH-TO-MONTH,Yes,bank withdrawal,105.55,6281.45,0.0,0.0,2787.7000000000003,9069.15,CHURNED,YES,86.0,Competitor,Competitor had better devices
5202-IVJNU,Female,56.0,NO,Yes,2.0,United States,california,crockett,94525.0,38.049292,-122.228415,3193.0,Q3,No,0.0,39.0,None,No,0.0,No,DSL,24.0,No,No,Yes,No,NO,No,No,2,1,0,No,month-to-month,No,CREDIT CARD,30.1,1131.3,0.0,150.0,0.0,1281.3,churned,Yes,72.0,Dissatisfaction,Network reliability
5976-JCJRH,Male,36.0,Yes,No,0.0,United States,California,DANVILLE,94526.0,37.815459,-121.977203,32873.0,q3,YES,1.0,10.0,OFFER D,YES,31.72,No,fiber optic,23.0,no,No,No,no,NO,No,No,0,0,0,yes,MONTH-TO-MONTH,Yes,BANK WITHDRAWAL,70.3,738.2,0.0,0.0,,1055.4,churned,Yes,94.0,Dissatisfaction,Limited range of services
0137-OCGAB,Female,25.0,No,no,0.0,United States,California,Fairfield,94533.0,38.287136,-122.02711,77683.0,Q3,no,0.0,1.0,Offer E,Yes,1.23,yes,Fiber Optic,69.0,No,yes,No,No,No,No,NO,0,0,0,Yes,month-to-month,Yes,MAILED CHECK,80.2,80.2,0.0,0.0,1.23,81.43,Churned,Yes,90.0,Price,Lack of affordable download/upload speed
3351-nqldi,Female,41.0,Yes,no,0.0,United States,CALIFORNIA,Travis Afb,94535.0,38.265899,-121.939461,9978.0,Q3,Yes,1.0,67.0,OFFER A,YES,30.94,YES,Fiber Optic,11.0,yes,no,No,Yes,No,Yes,Yes,1,0,0,yes,One Year,Yes,Credit Card,94.35,6341.45,0.0,0.0,2072.98,8414.43,CHURNED,yes,91.0,Price,Long distance charges
7593-JNWRU,Male,61.0,YES,Yes,1.0,United States,California,Fremont,100853.0,37.505768,-121.962472,56126.0,Q3,YES,5.0,6.0,Offer E,yes,49.2,No,DSL,21.0,NO,No,no,No,no,No,No,1,0,0,YES,Month-to-Month,Yes,bank withdrawal,44.6,260.8,0.0,0.0,295.20000000000005,556.0,Churned,YES,90.0,Price,Extra data charges
4588-YBNIB,FEMALE,24.0,NO,No,7110.0,United States,california,FREMONT,94539.0,37.516791,-121.899117,46917.0,Q3,no,0.0,1.0,Offer E,Yes,5.36,no,None,0.0,no,no,No,No,No,No,No,0,0,0,No,Month-to-Month,YES,credit card,19.6,19.6,0.0,0.0,5.36,24.96,Churned,Yes,91.0,Price,Price too high
5028-GZLDO,Male,21.0,No,No,0.0,united states,California,moraga,94556.0,37.827946,-122.107185,16510.0,Q3,No,0.0,2.0,none,Yes,36.06,no,Fiber Optic,85.0,no,No,No,NO,No,no,No,1,2,1,Yes,Month-to-Month,No,Credit Card,70.7,140.7,0.0,0.0,72.12,212.82,Churned,YES,96.0,Dissatisfaction,Service dissatisfaction
6877-TJMBR,male,21.0,yes,No,0.0,United States,California,Orinda,94563.0,37.873916,-122.20522,17964.0,Q3,Yes,1.0,1.0,offer e,yes,37.83,NO,fiber optic,51.0,No,No,No,Yes,yes,NO,no,1,0,0,Yes,month-to-month,Yes,Bank Withdrawal,84.8,84.8,0.0,0.0,37.83,122.63,Churned,Yes,80.0,Dissatisfaction,Network reliability
6769-DCQLI,male,21.0,No,No,0.0,United States,California,Pope Valley,94567.0,38.672708,-122.403219,494.0,Q3,No,0.0,52.0,None,Yes,49.29,No,Fiber Optic,51.0,no,YES,Yes,Yes,Yes,YES,yes,1,0,0,YES,One Year,Yes,BANK WITHDRAWAL,105.0,5426.85,0.0,0.0,2563.08,7989.93,Churned,YES,85.0,Other,Don't know
2433-KMEAS,MALE,62.0,NO,No,0.0,United States,California,Dublin,94568.0,37.713926,-121.928425,29636.0,Q3,no,0.0,22.0,Offer D,Yes,7.28,Yes,DSL,7.0,Yes,No,No,NO,NO,No,No,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1127.35,0.0,0.0,160.16,1287.51,churned,Yes,71.0,Other,Don't know
2195-ZRVAX,Female,40.0,yes,No,0.0,United States,California,Rodeo,94572.0,38.027218,-122.23463,14537.0,Q3,YES,1.0,47.0,None,yes,44.26,no,Cable,23.0,No,No,Yes,No,No,YES,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,,0.0,0.0,2080.22,6125.87,Churned,Yes,90.0,Other,Don't know
3550-SAHFP,FEMALE,51.0,No,No,0.0,United States,california,SAINT HELENA,94574.0,38.581354,-122.296283,9423.0,Q3,no,0.0,33.0,None,Yes,20.29,Yes,Fiber Optic,30.0,No,No,no,No,No,Yes,Yes,3,0,0,No,month-to-month,YES,Bank Withdrawal,83.35,2757.85,0.0,40.0,669.5699999999999,3467.42,Churned,Yes,66.0,Price,Price too high
2011-TRQYE,Male,59.0,No,No,0.0,United States,CALIFORNIA,Deer Park,94576.0,38.554383,-122.474773,223.0,q3,No,0.0,18.0,Offer D,No,0.0,No,DSL,26.0,No,Yes,Yes,NO,No,no,No,0,0,0,Yes,Month-to-Month,YES,credit card,33.5,600.0,0.0,6953.0,0.0,600.0,Churned,Yes,82.0,Dissatisfaction,Product dissatisfaction
4873-ILOLJ,Male,64.0,NO,No,0.0,United States,california,Sunol,94586.0,37.587494,-121.862856,790.0,Q3,No,0.0,24.0,NONE,yes,32.49,no,Fiber Optic,23.0,no,No,no,No,yes,Yes,Yes,0,0,0,Yes,Month-to-Month,yes,Bank Withdrawal,90.35,2238.5,0.0,0.0,779.76,3018.26,Churned,YES,67.0,Competitor,Competitor had better devices
2725-kxxwt,Male,26.0,YES,No,0.0,United States,California,Vallejo,94589.0,38.161321,-122.271588,42209.0,Q3,NO,,1.0,Offer E,Yes,23.06,No,Fiber Optic,52.0,No,no,No,NO,Yes,YES,yes,0,0,0,yes,Month-to-Month,Yes,BANK WITHDRAWAL,90.75,90.75,0.0,0.0,23.06,113.81,churned,Yes,86.0,Attitude,Attitude of support person
9565-DJPIB,female,64.0,No,No,0.0,United States,california,VALLEJO,94590.0,38.104705,-122.247387,37218.0,Q3,No,0.0,4.0,Offer E,Yes,36.76,Yes,Fiber Optic,20.0,No,Yes,No,NO,Yes,No,NO,3,0,0,Yes,Month-to-Month,no,CREDIT CARD,89.6,365.65,0.0,0.0,147.04,512.6899999999999,Churned,yes,87.0,Competitor,Competitor had better devices
8348-HFYIV,Male,21.0,No,No,0.0,United States,california,oakland,94601.0,37.776523,-122.219268,54876.0,Q3,No,0.0,2.0,OFFER E,NO,0.0,NO,DSL,51.0,No,No,Yes,No,Yes,Yes,Yes,0,0,0,Yes,Month-to-Month,YES,Bank Withdrawal,49.25,90.35,0.0,0.0,0.0,90.35,churned,Yes,90.0,Dissatisfaction,Limited range of services
6849-WLEYG,MALE,43.0,NO,Yes,3.0,United States,California,Emeryville,94608.0,37.83726,-122.287648,24589.0,Q3,No,0.0,1.0,None,Yes,11.91,No,none,0.0,NO,No,No,No,no,NO,No,0,0,0,no,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0.0,11.91,31.66,CHURNED,yes,92.0,Attitude,Attitude of support person
4659-NZRUF,Female,64.0,no,No,0.0,United States,california,OAKLAND,94609.0,37.834341,-122.26437,21097.0,Q3,NO,0.0,19.0,OFFER D,Yes,32.87,yes,Fiber Optic,17.0,Yes,Yes,No,No,NO,Yes,YES,0,0,0,No,month-to-month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120.0,624.53,2533.78,churned,yes,78.0,Price,Long distance charges
8429-XIBUM,Male,44.0,no,No,0.0,United States,California,oakland,94618.0,37.84551,-122.235181,15438.0,Q3,NO,0.0,22.0,OFFER D,YES,10.33,Yes,fiber optic,19.0,Yes,No,No,no,Yes,Yes,yes,0,0,1,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,101.35,2317.1,0.0,0.0,227.26,2544.36,CHURNED,Yes,77.0,Price,Extra data charges
2608-BHKFN,FEMALE,46.0,NO,No,0.0,UNITED STATES,California,Berkeley,94703.0,37.863843,-122.275684,19763.0,Q3,No,0.0,4.0,None,Yes,12.58,NO,Fiber Optic,19.0,No,no,No,No,No,No,no,0,0,0,yes,Month-to-Month,YES,Credit Card,70.05,266.9,0.0,0.0,50.32,317.22,CHURNED,yes,89.0,Competitor,Competitor had better devices
7341-LXCAF,MALE,24.0,Yes,NO,0.0,United States,california,Berkeley,94705.0,37.858898,-122.240512,12448.0,Q3,YES,8.0,4.0,None,Yes,48.64,Yes,Fiber Optic,30.0,No,No,No,No,NO,No,No,0,0,0,Yes,month-to-month,yes,Bank Withdrawal,74.65,301.4,0.0,0.0,194.56,495.96,churned,Yes,87.0,Dissatisfaction,Product dissatisfaction
9462-MJUAW,Male,60.0,NO,NO,0.0,United States,California,Berkeley,94708.0,37.897743,-122.263124,10737.0,q3,No,0.0,4.0,NONE,Yes,30.44,YES,Cable,10.0,NO,No,No,No,NO,NO,no,0,2,2,yes,Month-to-Month,no,Credit Card,50.4,206.6,0.0,3991.0,121.76,328.36,churned,YES,92.0,Competitor,Competitor had better devices
8128-yvjrg,Female,61.0,no,No,0.0,United States,California,Berkeley,94709.0,37.878554,-122.26609,10147.0,Q3,No,0.0,7.0,NONE,Yes,40.32,Yes,fiber optic,18.0,Yes,no,No,No,No,No,No,0,0,0,Yes,Month-to-Month,Yes,credit card,4405.65,604.7,0.0,0.0,282.24,886.94,Churned,Yes,81.0,Attitude,Attitude of support person
1569-TTNYJ,Male,55.0,Yes,No,0.0,United States,California,Richmond,94805.0,37.941456,-122.320968,13984.0,Q3,Yes,1.0,5.0,None,yes,1.16,yes,Fiber Optic,7.0,No,Yes,No,no,No,No,no,0,0,3,NO,Month-to-Month,Yes,BANK WITHDRAWAL,78.75,412.1,0.0,10.0,5.8,427.9,Churned,Yes,72.0,Other,Don't know
4749-VFKVB,Female,47.0,NO,NO,0.0,United States,California,Inverness,94937.0,38.099323,-122.945723,1004.0,q3,no,0.0,1.0,None,Yes,46.49,Yes,DSL,14.0,No,No,No,NO,No,no,No,0,0,0,Yes,Month-to-Month,yes,CREDIT CARD,50.1,50.1,0.0,0.0,46.49,96.59,Churned,Yes,90.0,Other,Don't know
7598-UAASY,Male,19.0,Yes,no,0.0,United States,California,marshall,94940.0,38.129308,-122.834815,406.0,Q3,Yes,1.0,2.0,OFFER E,Yes,20.5,No,fiber optic,51.0,No,NO,Yes,No,no,No,NO,0,0,1,Yes,month-to-month,No,bank withdrawal,76.4,151.8,0.0,0.0,41.0,192.8,Churned,Yes,71.0,Competitor,Competitor had better devices
7938-OUHIO,Male,28.0,NO,no,0.0,united states,California,Mill Valley,94941.0,37.901371,-122.572024,28727.0,Q3,No,0.0,3.0,offer e,YES,32.76,No,Fiber Optic,73.0,No,NO,yes,Yes,Yes,Yes,Yes,2,0,0,YES,Month-to-Month,yes,Bank Withdrawal,98.7,293.65,0.0,0.0,98.28,391.93,Churned,Yes,72.0,Attitude,Attitude of service provider
0431-APWVY,Female,37.0,Yes,No,0.0,United States,California,Novato,94949.0,38.067204,-122.524004,13361.0,Q3,yes,1.0,28.0,none,Yes,18.31,No,Fiber Optic,13.0,No,No,No,No,yes,yes,Yes,2,2,0,Yes,One Year,Yes,bank withdrawal,90.1,2598.95,0.0,0.0,512.68,3111.63,CHURNED,YES,91.0,Other,Poor expertise of online support
3426-NIYYL,male,47.0,NO,No,0.0,United States,california,SAUSALITO,94965.0,37.848641,-122.515692,11213.0,Q3,no,0.0,15.0,offer d,Yes,3.15,yes,DSL,26.0,NO,no,No,No,No,no,no,0,0,0,No,MONTH-TO-MONTH,No,Bank Withdrawal,51.55,765.5,0.0,20.0,47.25,832.75,Churned,YES,66.0,Attitude,Attitude of support person
3387-VATUS,MALE,44.0,No,No,0.0,United States,California,aromas,95004.0,36.878364,-121.629781,3373.0,Q3,No,0.0,5.0,Offer E,Yes,40.15,yes,fiber optic,19.0,no,No,No,No,yes,Yes,Yes,0,0,0,Yes,Month-to-Month,yes,Bank Withdrawal,94.85,462.8,0.0,0.0,200.75,663.55,Churned,Yes,69.0,Attitude,Attitude of service provider
1143-NMNQJ,Female,,no,No,0.0,united states,California,BOULDER CREEK,95006.0,37.171727,-122.142961,10520.0,Q3,No,0.0,2.0,None,Yes,14.07,yes,Fiber Optic,6.0,No,No,No,No,No,Yes,YES,0,0,0,Yes,MONTH-TO-MONTH,yes,bank withdrawal,85.7,169.8,0.0,0.0,28.14,197.94,Churned,Yes,95.0,Attitude,Attitude of service provider
0415-MOSGF,Female,58.0,No,No,0.0,United States,california,los gatos,95030.0,37.222842,-121.988727,13290.0,Q3,No,0.0,1.0,Offer E,yes,26.53,No,DSL,30.0,NO,no,No,NO,No,NO,No,0,0,3,Yes,Month-to-Month,No,Credit Card,44.4,44.4,0.0,0.0,26.53,70.93,churned,Yes,76.0,Attitude,Attitude of support person
2495-INZWQ,male,44.0,no,No,0.0,United States,California,San Juan Bautista,95045.0,36.810568,-121.503022,8635.0,q3,no,0.0,4.0,Offer E,No,0.0,No,Cable,20.0,No,no,No,No,Yes,yes,Yes,0,0,0,No,Month-to-Month,Yes,BANK WITHDRAWAL,44.55,174.3,0.0,10.0,0.0,184.3,Churned,Yes,66.0,Attitude,Attitude of service provider
4139-SUGLD,male,41.0,YES,Yes,3.0,united states,California,SANTA CLARA,95054.0,37.393554,-121.965114,13031.0,q3,yes,1.0,31.0,None,No,0.0,no,DSL,23.0,YES,NO,No,yes,No,No,No,0,0,0,yes,MONTH-TO-MONTH,No,BANK WITHDRAWAL,35.4,1077.5,0.0,0.0,0.0,1077.5,Churned,Yes,7564.0,Attitude,Attitude of service provider
6857-VWJDT,Female,45.0,no,No,0.0,UNITED STATES,California,Santa Cruz,95060.0,36.993451,-122.098858,43192.0,Q3,No,0.0,1.0,Offer E,Yes,32.33,Yes,fiber optic,9.0,No,No,No,No,YES,YES,Yes,0,0,0,Yes,Month-to-Month,NO,Credit Card,95.65,95.65,0.0,0.0,32.33,127.98,CHURNED,Yes,87.0,Attitude,Attitude of service provider
5624-BQSSA,Female,19.0,NO,No,0.0,United States,California,Santa Cruz,95065.0,37.031404,-121.981865,8365.0,Q3,NO,0.0,1.0,none,YES,40.48,NO,none,0.0,NO,no,No,no,no,No,No,0,0,2,No,month-to-month,No,Credit Card,20.95,20.95,0.0,0.0,40.48,61.42999999999999,Churned,Yes,70.0,Price,Long distance charges
5577-otwww,Female,54.0,No,NO,0.0,United States,CALIFORNIA,SAN JOSE,95120.0,37.186141,-121.843554,37090.0,q3,No,0.0,15.0,offer d,Yes,39.84,No,None,0.0,No,no,No,NO,No,NO,NO,0,0,0,No,Month-to-Month,No,Bank Withdrawal,19.75,297.3,0.0,0.0,597.6,894.9000000000001,Churned,Yes,69.0,Other,Moved
6100-QQHEB,male,42.0,Yes,No,0.0,United States,California,San Jose,95121.0,37.304681,-121.809955,37127.0,Q3,Yes,1.0,17.0,offer d,Yes,17.71,Yes,FIBER OPTIC,13.0,NO,no,No,No,YES,Yes,Yes,0,3,0,Yes,month-to-month,Yes,bank withdrawal,92.55,1515.1,0.0,0.0,301.07,1816.17,CHURNED,Yes,91.0,Other,Moved
2691-NZETQ,Male,28.0,No,No,0.0,United States,California,san jose,104482.0,37.277592,-121.986477,13481.0,Q3,No,0.0,9.0,Offer E,Yes,49.14,yes,Fiber Optic,58.0,No,NO,No,no,YES,no,No,0,0,2,yes,Month-to-Month,Yes,bank withdrawal,85.35,758.6,0.0,0.0,442.26,1200.86,CHURNED,Yes,89.0,Competitor,Competitor offered higher download speeds
4404-HIBDJ,Female,48.0,No,no,0.0,UNITED STATES,California,san jose,95131.0,37.387027,-121.897775,26389.0,Q3,No,0.0,25.0,None,YES,1.37,No,dsl,21.0,Yes,YES,Yes,Yes,Yes,No,No,0,0,0,YES,one year,NO,Credit Card,74.3,1863.8,0.0,0.0,34.25,1898.05,Churned,Yes,85.0,Competitor,Competitor offered more data
7295-JOMMD,Female,34.0,No,No,0.0,United States,CALIFORNIA,SAN JOSE,95135.0,37.28682,-121.723877,15798.0,Q3,No,0.0,4.0,offer e,YES,5.63,No,FIBER OPTIC,18.0,NO,No,YES,Yes,Yes,yes,YES,2,2,0,Yes,Month-to-Month,yes,BANK WITHDRAWAL,98.1,396.3,0.0,0.0,22.52,418.82,churned,Yes,87.0,Competitor,Competitor made better offer
5013-sbuih,Female,63.0,No,No,0.0,United States,CALIFORNIA,Stockton,95202.0,37.959706,-121.287669,7071.0,q3,no,0.0,50.0,none,Yes,27.7,Yes,Fiber Optic,28.0,yes,Yes,No,YES,yes,Yes,YES,0,0,0,Yes,Two Year,Yes,Bank Withdrawal,109.65,5551.15,0.0,0.0,1385.0,6936.15,Churned,Yes,84.0,Competitor,Competitor had better devices
6023-YEBUP,MALE,32.0,No,NO,0.0,united states,California,Stockton,95210.0,38.033219,-121.297433,40611.0,Q3,No,0.0,3.0,Offer E,Yes,11.94,yes,Cable,30.0,No,NO,Yes,No,yes,yes,Yes,0,0,0,No,Month-to-Month,Yes,Bank Withdrawal,100.95,329.95,0.0,10.0,2147.82,375.77,CHURNED,yes,81.0,Competitor,Competitor had better devices
7209-JCUDS,MALE,25.0,No,NO,0.0,United States,California,Stockton,95212.0,38.049457,-121.21653,6951.0,Q3,No,0.0,10.0,Offer D,Yes,40.22,No,fiber optic,41.0,No,no,Yes,No,Yes,Yes,yes,0,2,0,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,94.9,1048.85,0.0,0.0,402.2,1451.05,Churned,Yes,83.0,Competitor,Competitor had better devices
6158-DWPZT,male,53.0,yes,No,0.0,United States,California,Avery,95224.0,38.208336,-120.339938,115.0,Q3,Yes,1.0,9.0,offer e,NO,0.0,No,DSL,15.0,No,NO,No,No,No,no,no,0,3,1,Yes,One Year,no,Bank Withdrawal,24.1,259.8,0.0,0.0,0.0,259.8,Churned,Yes,82.0,Competitor,Competitor offered more data
3763-GCZHZ,Male,23.0,Yes,no,0.0,UNITED STATES,California,Hathaway Pines,95233.0,38.184914,-120.364085,335.0,Q3,Yes,1.0,66.0,Offer A,Yes,20.07,Yes,Fiber Optic,85.0,No,Yes,No,Yes,Yes,Yes,Yes,0,0,0,Yes,One Year,YES,Bank Withdrawal,104.05,6890.0,0.0,0.0,1324.62,8214.62,Churned,yes,95.0,Competitor,Competitor offered more data
0772-GYEQQ,Male,33.0,no,no,0.0,United States,CALIFORNIA,Lodi,95240.0,38.123544,-121.159078,45755.0,q3,No,0.0,3.0,offer e,Yes,49.4,No,FIBER OPTIC,10.0,No,No,Yes,YES,YES,no,No,0,0,0,Yes,Month-to-Month,Yes,CREDIT CARD,88.35,262.05,0.0,0.0,578.2,410.25,Churned,yes,93.0,Competitor,Competitor offered more data
4831-EOBFE,Male,43.0,yes,No,0.0,United States,california,Mountain Ranch,95246.0,38.264262,-120.515133,1692.0,Q3,Yes,1.0,29.0,None,yes,40.49,No,Fiber Optic,15.0,Yes,No,no,No,yes,YES,Yes,0,0,1,Yes,Month-to-Month,no,credit card,94.65,2649.15,0.0,0.0,1174.21,3823.36,churned,Yes,70.0,Other,Don't know
9170-GYZJC,Female,42.0,Yes,Yes,3.0,United States,California,vallecito,95251.0,38.055562,-120.456298,460.0,Q3,yes,1.0,41.0,None,Yes,45.26,Yes,Cable,56.0,yes,Yes,Yes,Yes,No,yes,Yes,2,0,1,Yes,MONTH-TO-MONTH,no,Credit Card,79.9,3326.2,0.0,0.0,1855.66,5181.86,CHURNED,Yes,2635.0,Price,Price too high
2002-MZHWP,Female,24.0,NO,No,0.0,united states,California,Delhi,95315.0,37.422961,-120.765493,10159.0,Q3,No,0.0,1.0,OFFER E,yes,26.12,No,none,0.0,NO,No,NO,No,No,No,No,0,0,0,no,Month-to-Month,No,CREDIT CARD,20.5,20.5,0.0,0.0,26.12,46.620000000000005,Churned,YES,76.0,Price,Long distance charges
2004-OCQXK,Female,44.0,No,NO,0.0,United States,california,Merced,95348.0,37.40122,-120.514191,23100.0,Q3,No,0.0,1.0,Offer E,Yes,44.94,No,Fiber Optic,16.0,NO,No,no,NO,no,Yes,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0.0,44.94,126.89,Churned,Yes,85.0,Competitor,Competitor had better devices
5027-QPKTE,male,39.0,Yes,No,0.0,United States,California,modesto,95350.0,37.671806,-121.007575,52872.0,Q3,yes,1.0,7.0,offer e,Yes,14.75,No,Fiber Optic,28.0,No,no,No,No,NO,No,No,2,3,0,No,month-to-month,Yes,Bank Withdrawal,69.35,451.1,0.0,10.0,103.25,564.35,Churned,YES,82.0,Competitor,Competitor had better devices
2672-HUYVI,Female,53.0,no,NO,0.0,UNITED STATES,California,Newman,95360.0,37.343846,-121.039391,8504.0,Q3,No,0.0,6.0,None,Yes,11.81,no,fiber optic,24.0,No,NO,No,No,Yes,Yes,Yes,0,0,0,yes,month-to-month,Yes,bank withdrawal,91.1,455.3,0.0,0.0,70.86,526.16,CHURNED,Yes,68.0,Price,Long distance charges
7508-MYBOG,Male,20.0,Yes,No,0.0,united states,California,Patterson,95363.0,37.410236,-121.320337,15536.0,Q3,Yes,1.0,14.0,Offer D,Yes,7.26,YES,Fiber Optic,42.0,No,No,NO,No,Yes,No,No,2,0,0,Yes,Month-to-Month,YES,bank withdrawal,86.1,1235.55,0.0,0.0,101.64,1337.19,churned,Yes,89.0,Competitor,Competitor had better devices
0148-DCDOS,Male,41.0,NO,No,0.0,United States,California,planada,95365.0,37.329725,-120.306399,4150.0,Q3,No,0.0,25.0,None,YES,34.88,Yes,Fiber Optic,7563.0,no,No,No,no,YES,YES,Yes,0,0,0,YES,Month-to-Month,yes,BANK WITHDRAWAL,94.7,2362.1,0.0,0.0,872.0000000000001,3234.1,Churned,Yes,82.0,Competitor,Competitor had better devices
9992-RRAMN,Male,40.0,Yes,no,0.0,united states,CALIFORNIA,Riverbank,95367.0,37.734971,-120.954271,16525.0,Q3,Yes,1.0,22.0,Offer D,YES,16.2,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,YES,0,1,0,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,0.0,0.0,356.4,2230.1,Churned,yes,68.0,Dissatisfaction,Product dissatisfaction
